968,0,7,5,5,0,0,0,12,3
2,983,0,0,1,0,0,0,1,13
9,0,949,9,15,6,7,2,2,1
6,1,8,917,14,42,6,3,2,1
0,0,10,12,965,3,4,6,0,0
1,0,12,61,15,905,1,4,1,0
4,0,8,11,3,3,971,0,0,0
1,0,4,6,8,11,0,970,0,0
14,7,2,0,0,0,0,0,974,3
5,21,1,1,0,1,1,0,5,965
